000000	tst_000000_Stop_7.bin	stop/563aa4e6_nohash_3.wav	7	6ed51beca5b58fbbb06a16af68f120066218cf52c3fd4237f222a8ea9c972199	d843b234a0f585d143c88aed0acc1cca5ed02150f3cf5b77cb0489ad5429d725
000001	tst_000001_Left_2.bin	left/fb7eb481_nohash_3.wav	2	4578241d0393e3850509223ca01956f23a32890eb235344e58dcde0d22d35823	665cdaaa249800c7739bbec090110a0988b236112e0fbbb7178cdb1ba3f3a5e4
000002	tst_000002_Right_6.bin	right/18f8afd5_nohash_3.wav	6	1e01678b711ad7a3f4787a7e29a3b26e44754f6b89190c8cb94ce3ece2ef6776	88ec67ca0c81377e407858dbe215aa5af339065c1bcdd30552559df0c4ded0fa
000003	tst_000003_Up_8.bin	up/e0c782d5_nohash_4.wav	8	901cb8c5f71b5a90de5dd7a1e3f1541f489d9ba6d281f99c8704c48774b4b54d	da50462a59eee73272c2ffd171ee77f5501320a080139a545746a8ed8416f051
000004	tst_000004_On_5.bin	on/189cbabe_nohash_1.wav	5	39bad876e5df33659fea593d687c8991f99e35b376933e7ff2f3432b125877d8	8eba8410accebaba4af8ccb728c1b5d0fec804c2c604af21c6aadeeeb66afc6c
000005	tst_000005_Down_0.bin	down/b49caed3_nohash_2.wav	0	a1f1f40368b00eabee1d734e231aec6ec40011ba3be5a3fd231da620f453f9f4	74c4f3d7c787bcc40131d762d33f35463259965418df923dfc1e24b0ea1247bd
000006	tst_000006_Up_8.bin	up/c9b5ff26_nohash_2.wav	8	0c2b657b43891d5ecaf779293914b6b077d0e72727efc6ca4d90d4499f918ccd	25adc8929912b2baad57a0ffc677234c4b5babe8e8145afc696a93b0f26cf326
000007	tst_000007_Yes_9.bin	yes/beb458a4_nohash_2.wav	9	53ad631b07193fbed8dbc5e05049ddd60781baca9141b8a916229d4454e76259	febf9905420e00d1d0f44a316405a0f20a7fb0f57f100a47bf3760f7568fcc74
000008	tst_000008_Off_4.bin	off/ea356919_nohash_1.wav	4	841ad1f632d62a47a8baaf3932cca2eb507d3550475f7667abfb6cab68dbb913	a9d739deee3d97c4929e00b69062deaefd97ba49681e56e678decaa03cff7324
000009	tst_000009_No_3.bin	no/0cb74144_nohash_1.wav	3	423d1ec562b4187a3b99bf54e06bb83fa91fca0b92a7ba176654bbff728f0161	f0231bd30794c06bfa16fa77e5e42d77d2ca7184ecc178a8e23b1634353a443f
000010	tst_000010_Unknown_11.bin	_unknown_/cat_83957201_nohash_0.wav.wav	11	79a51f7564ac801d984a89efcc84e0b9e79ed7a94d5e03d2f7a1d184b167792c	be5a48a3d2109318b4fff2382d1f4c97664388eb724c7a84cfdb1da12b38fe09
000011	tst_000011_Left_2.bin	left/3d86b69a_nohash_1.wav	2	69f4dd0ae4b0f3d71e9c079209cb30e857401164b56f56ef24756404770371d7	588daccf8c25784bee07ff129af0460b3c5215b03f1482cc56d0e1df129f1249
000012	tst_000012_Go_1.bin	go/ca4d5368_nohash_2.wav	1	4f3335adc13fc0d3791420a4b9d2418a69d35052b3bc65ace408b2c4839dad92	c233b134e37febe346ef0daa629e19727adadf8e8c517ade2a82f5eb7c97cef4
000013	tst_000013_Yes_9.bin	yes/fb7eb481_nohash_1.wav	9	d90c15e4b4e042e973f3be9c0ad1bd30c31928a9be699dd05ddb0ebcf74b91b0	2f440310709c08f34aa7a3d3056431444851e5a09f421b71eb5f0f42c85b4973
000014	tst_000014_Silence_10.bin	_silence_/73.wav	10	737af5e3ead65ed205eb54682bc4c36a656ca3a714040125b4a9f94e90b69c13	0dda126ef5250ab4f01ca8df6b39477771452ff61c2d105d0e8f1d6d95662be2
000015	tst_000015_Yes_9.bin	yes/e49428d9_nohash_0.wav	9	06a31a037ca55ae15f54a61deb0879ed29928df663ce0694a357f2f95717bb8e	489ea772eefae41ca4b6c498b9f1c0f9ffb102972ef72de14633e5e3f3096480
000016	tst_000016_Unknown_11.bin	_unknown_/zero_9d171fee_nohash_1.wav.wav	11	f63d9b92f9ce52628c3feb55a583e4767b44e832f1abe491a9e0f1bdafb30591	45782565ab048c8caa71cd4176ae3604cbced45e24522c8a5e90c58ec77c65df
